conceptId	en	latin_ta	english_ta	mapping_status	current_ru	decision	final_ru	reason	confidence
FMA74078	set of left levatores costarum breves			NO_MATCH	Совокупность левый лэваторэс костарум брэвэс	REVIEW		Needs external Russian anatomical terminology verification.	LOW
FMA74779	musculature of chest			NO_MATCH	Мускулатура грудь	KEEP	Мускулатура грудь	No deterministic QA defect detected; normative Russian source not independently confirmed.	MEDIUM
FMA74866	zone of diencephalon			NO_MATCH	Зона диэнкэфалон	KEEP	Зона диэнкэфалон	No deterministic QA defect detected; normative Russian source not independently confirmed.	MEDIUM
FMA74877	mammillary body			NO_MATCH	Маммилларй тело	KEEP	Маммилларй тело	No deterministic QA defect detected; normative Russian source not independently confirmed.	MEDIUM
FMA74912	trunk of anterior interventricular branch of left coronary artery			NO_MATCH	Туловище передняя межжелудочковая ветвь левый коронарная артерия	APPLY	Туловище передняя межжелудочковая ветвь Левое коронарная артерия	Candidate from QA (laterality); requires final Russian terminology review before application.	MEDIUM
FMA75351	interventricular foramen	foramen interventriculare	interventricular foramen	EXACT	Межжелудочковое отверстие	KEEP	Межжелудочковое отверстие	No deterministic QA defect detected; normative Russian source not independently confirmed.	MEDIUM
FMA75445	membrane organ component			NO_MATCH	Оболочка орган компонент	KEEP	Оболочка орган компонент	No deterministic QA defect detected; normative Russian source not independently confirmed.	MEDIUM
FMA75865	trunk of branch of internal carotid artery			NO_MATCH	Туловище ветвь внутренняя сонная артерия	REVIEW		Needs external Russian anatomical terminology verification.	LOW
FMA76107	trunk of branch of middle cerebral artery			NO_MATCH	Туловище ветвь средняя мозговая артерия	REVIEW		Needs external Russian anatomical terminology verification.	LOW
FMA76127	trunk of inferior terminal branch of middle cerebral artery			NO_MATCH	Туловище нижняя концевая ветвь средняя мозговая артерия	REVIEW		Needs external Russian anatomical terminology verification.	LOW
FMA76128	trunk of inferior terminal branch of right middle cerebral artery			NO_MATCH	Туловище нижняя концевая ветвь правый средняя мозговая артерия	APPLY	Туловище нижняя концевая ветвь Правое средняя мозговая артерия	Candidate from QA (laterality); requires final Russian terminology review before application.	MEDIUM
FMA76129	trunk of inferior terminal branch of left middle cerebral artery			NO_MATCH	Туловище нижняя концевая ветвь левый средняя мозговая артерия	APPLY	Туловище нижняя концевая ветвь Левое средняя мозговая артерия	Candidate from QA (laterality); requires final Russian terminology review before application.	MEDIUM
FMA76259	branch of vertebral artery			NO_MATCH	Ветвь позвоночная артерия	REVIEW		Needs external Russian anatomical terminology verification.	LOW
FMA76264	intracranial branch of vertebral artery			NO_MATCH	Интракраниал ветвь позвоночная артерия	KEEP	Интракраниал ветвь позвоночная артерия	No deterministic QA defect detected; normative Russian source not independently confirmed.	MEDIUM
FMA76269	branch of basilar artery			NO_MATCH	Ветвь базилярной артерии	REVIEW		Needs external Russian anatomical terminology verification.	LOW
FMA76301	trunk of branch of subclavian artery			NO_MATCH	Туловище ветвь подключичная артерия	KEEP	Туловище ветвь подключичная артерия	No deterministic QA defect detected; normative Russian source not independently confirmed.	MEDIUM
FMA76547	trunk of branch of common hepatic artery			NO_MATCH	Туловище ветвь общая печёночная артерия	REVIEW		Needs external Russian anatomical terminology verification.	LOW
FMA76574	trunk of gastroduodenal artery			NO_MATCH	Туловище гастродуодэнал артерия	KEEP	Туловище гастродуодэнал артерия	No deterministic QA defect detected; normative Russian source not independently confirmed.	MEDIUM
FMA76582	trunk of hepatic artery			NO_MATCH	Туловище печёночная артерия	KEEP	Туловище печёночная артерия	No deterministic QA defect detected; normative Russian source not independently confirmed.	MEDIUM
FMA76767	anterior cardiac vein			NO_MATCH	Передняя сердечная вена	KEEP	Передняя сердечная вена	No deterministic QA defect detected; normative Russian source not independently confirmed.	MEDIUM
FMA76903	left duct of caudate lobe of liver			NO_MATCH	Левый проток хвостатая доля печень	REVIEW		Needs external Russian anatomical terminology verification.	LOW
FMA76998	supreme intercostal artery	arteria intercostalis suprema	supreme intercostal artery	EXACT	Супрэмэ межрёберная артерия	KEEP	Супрэмэ межрёберная артерия	No deterministic QA defect detected; normative Russian source not independently confirmed.	MEDIUM
FMA77140	ulnar recurrent artery	arteria recurrens ulnaris	ulnar recurrent artery	EXACT	Локтевая возвратная артерия	KEEP	Локтевая возвратная артерия	No deterministic QA defect detected; normative Russian source not independently confirmed.	MEDIUM
